,entry_time,signal_value,exit_time,view_name,signal_asset
302,2017-03-22 09:31:00-04:00,0,2017-03-28 09:31:00-04:00,spy_view,
303,2017-03-28 09:31:00-04:00,1,2017-03-30 09:31:00-04:00,spy_view,Long
304,2017-03-30 09:31:00-04:00,-2,2017-04-06 09:31:00-04:00,spy_view,Short
305,2017-04-06 09:31:00-04:00,1,2017-04-07 09:31:00-04:00,spy_view,Long
306,2017-04-07 09:31:00-04:00,0,2017-04-11 09:31:00-04:00,spy_view,
307,2017-04-11 09:31:00-04:00,-2,2017-04-17 09:31:00-04:00,spy_view,Short
308,2017-04-17 09:31:00-04:00,0,2017-04-26 09:31:00-04:00,spy_view,
309,2017-04-26 09:31:00-04:00,1,2017-04-27 09:31:00-04:00,spy_view,Long
310,2017-04-27 09:31:00-04:00,-1,2017-05-03 09:31:00-04:00,spy_view,Short
311,2017-05-03 09:31:00-04:00,1,2017-05-11 09:31:00-04:00,spy_view,Long
312,2017-05-11 09:31:00-04:00,-2,2017-05-18 09:31:00-04:00,spy_view,Short
313,2017-05-18 09:31:00-04:00,1,2017-05-24 09:31:00-04:00,spy_view,Long
314,2017-05-24 09:31:00-04:00,-2,2017-06-05 09:31:00-04:00,spy_view,Short
315,2017-06-05 09:31:00-04:00,0,2017-06-16 09:31:00-04:00,spy_view,
316,2017-06-16 09:31:00-04:00,-1,2017-06-28 09:31:00-04:00,spy_view,Short
317,2017-06-28 09:31:00-04:00,0,2017-07-11 09:31:00-04:00,spy_view,
318,2017-07-11 09:31:00-04:00,1,2017-07-12 09:31:00-04:00,spy_view,Long
319,2017-07-12 09:31:00-04:00,-1,2017-07-13 09:31:00-04:00,spy_view,Short
320,2017-07-13 09:31:00-04:00,0,2017-07-14 09:31:00-04:00,spy_view,
321,2017-07-14 09:31:00-04:00,-1,2017-07-20 09:31:00-04:00,spy_view,Short
322,2017-07-20 09:31:00-04:00,0,2017-07-24 09:31:00-04:00,spy_view,
323,2017-07-24 09:31:00-04:00,-1,2017-07-26 09:31:00-04:00,spy_view,Short
324,2017-07-26 09:31:00-04:00,0,2017-08-11 09:31:00-04:00,spy_view,
325,2017-08-11 09:31:00-04:00,2,2017-08-23 09:31:00-04:00,spy_view,Long
326,2017-08-23 09:31:00-04:00,-1,2017-08-28 09:31:00-04:00,spy_view,Short
327,2017-08-28 09:31:00-04:00,0,2017-08-29 09:31:00-04:00,spy_view,
328,2017-08-29 09:31:00-04:00,-1,2017-09-06 09:31:00-04:00,spy_view,Short
329,2017-09-06 09:31:00-04:00,0,2017-10-03 09:31:00-04:00,spy_view,
330,2017-10-03 09:31:00-04:00,-1,2017-10-10 09:31:00-04:00,spy_view,Short
331,2017-10-10 09:31:00-04:00,0,2017-10-16 09:31:00-04:00,spy_view,
332,2017-10-16 09:31:00-04:00,-1,2017-10-20 09:31:00-04:00,spy_view,Short
333,2017-10-20 09:31:00-04:00,0,2017-10-30 09:31:00-04:00,spy_view,
334,2017-10-30 09:31:00-04:00,1,2017-11-03 09:31:00-04:00,spy_view,Long
335,2017-11-03 09:31:00-04:00,-1,2017-11-10 09:31:00-05:00,spy_view,Short
336,2017-11-10 09:31:00-05:00,0,2017-11-21 09:31:00-05:00,spy_view,
337,2017-11-21 09:31:00-05:00,-1,2017-11-28 09:31:00-05:00,spy_view,Short
338,2017-11-28 09:31:00-05:00,0,2017-12-05 09:31:00-05:00,spy_view,
339,2017-12-05 09:31:00-05:00,1,2017-12-12 09:31:00-05:00,spy_view,Long
340,2017-12-12 09:31:00-05:00,-1,2017-12-19 09:31:00-05:00,spy_view,Short
341,2017-12-19 09:31:00-05:00,1,2017-12-20 09:31:00-05:00,spy_view,Long
342,2017-12-20 09:31:00-05:00,-1,2017-12-22 09:31:00-05:00,spy_view,Short
343,2017-12-22 09:31:00-05:00,0,2017-12-26 09:31:00-05:00,spy_view,
344,2017-12-26 09:31:00-05:00,-2,2017-12-28 09:31:00-05:00,spy_view,Short
345,2017-12-28 09:31:00-05:00,0,2018-01-08 09:31:00-05:00,spy_view,
346,2018-01-08 09:31:00-05:00,-2,2018-01-17 09:31:00-05:00,spy_view,Short
347,2018-01-17 09:31:00-05:00,0,2018-02-08 09:31:00-05:00,spy_view,
348,2018-02-08 09:31:00-05:00,1,2018-02-14 09:31:00-05:00,spy_view,Long
349,2018-02-14 09:31:00-05:00,-1,2018-03-02 09:31:00-05:00,spy_view,Short
350,2018-03-02 09:31:00-05:00,1,2018-03-07 09:31:00-05:00,spy_view,Long
351,2018-03-07 09:31:00-05:00,-1,2018-03-15 09:31:00-04:00,spy_view,Short
352,2018-03-15 09:31:00-04:00,0,2018-03-23 09:31:00-04:00,spy_view,
353,2018-03-23 09:31:00-04:00,1,2018-04-09 09:31:00-04:00,spy_view,Long
354,2018-04-09 09:31:00-04:00,-1,2018-04-11 09:31:00-04:00,spy_view,Short
355,2018-04-11 09:31:00-04:00,2,2018-04-13 09:31:00-04:00,spy_view,Long
356,2018-04-13 09:31:00-04:00,-1,2018-04-24 09:31:00-04:00,spy_view,Short
357,2018-04-24 09:31:00-04:00,1,2018-05-08 09:31:00-04:00,spy_view,Long
358,2018-05-08 09:31:00-04:00,-1,2018-05-16 09:31:00-04:00,spy_view,Short
359,2018-05-16 09:31:00-04:00,1,2018-05-21 09:31:00-04:00,spy_view,Long
360,2018-05-21 09:31:00-04:00,-1,2018-05-30 09:31:00-04:00,spy_view,Short
361,2018-05-30 09:31:00-04:00,0,2018-06-07 09:31:00-04:00,spy_view,
362,2018-06-07 09:31:00-04:00,1,2018-06-15 09:31:00-04:00,spy_view,Long
363,2018-06-15 09:31:00-04:00,0,2018-06-19 09:31:00-04:00,spy_view,
364,2018-06-19 09:31:00-04:00,-1,2018-06-20 09:31:00-04:00,spy_view,Short
365,2018-06-20 09:31:00-04:00,0,2018-06-28 09:31:00-04:00,spy_view,
366,2018-06-28 09:31:00-04:00,1,2018-07-03 09:31:00-04:00,spy_view,Long
367,2018-07-03 09:31:00-04:00,-1,2018-07-17 09:31:00-04:00,spy_view,Short
368,2018-07-17 09:31:00-04:00,0,2018-08-02 09:31:00-04:00,spy_view,
369,2018-08-02 09:31:00-04:00,1,2018-08-07 09:31:00-04:00,spy_view,Long
370,2018-08-07 09:31:00-04:00,-1,2018-08-13 09:31:00-04:00,spy_view,Short
371,2018-08-13 09:31:00-04:00,0,2018-08-16 09:31:00-04:00,spy_view,
372,2018-08-16 09:31:00-04:00,1,2018-08-22 09:31:00-04:00,spy_view,Long
373,2018-08-22 09:31:00-04:00,-1,2018-09-05 09:31:00-04:00,spy_view,Short
374,2018-09-05 09:31:00-04:00,0,2018-09-14 09:31:00-04:00,spy_view,
375,2018-09-14 09:31:00-04:00,-1,2018-09-18 09:31:00-04:00,spy_view,Short
376,2018-09-18 09:31:00-04:00,0,2018-10-03 09:31:00-04:00,spy_view,
377,2018-10-03 09:31:00-04:00,-2,2018-10-05 09:31:00-04:00,spy_view,Short
378,2018-10-05 09:31:00-04:00,0,2018-10-10 09:31:00-04:00,spy_view,
379,2018-10-10 09:31:00-04:00,1,2018-11-05 09:31:00-05:00,spy_view,Long
380,2018-11-05 09:31:00-05:00,-1,2018-11-19 09:31:00-05:00,spy_view,Short
381,2018-11-19 09:31:00-05:00,2,2018-12-06 09:31:00-05:00,spy_view,Long
382,2018-12-06 09:31:00-05:00,0,2018-12-07 09:31:00-05:00,spy_view,
383,2018-12-07 09:31:00-05:00,1,2018-12-13 09:31:00-05:00,spy_view,Long
384,2018-12-13 09:31:00-05:00,-1,2018-12-17 09:31:00-05:00,spy_view,Short
