,Unnamed: 0,date,cusip,dcm_security_id
3679358,3679358,2023-05-26,848637104,42815
3679359,3679359,2023-05-26,L8681T102,51895
3679360,3679360,2023-05-26,848574109,32921
3679361,3679361,2023-05-26,852234103,49610
3679362,3679362,2023-05-26,84860W300,43414
3679363,3679363,2023-05-26,858912108,15581
3679364,3679364,2023-05-26,816851109,24778
3679365,3679365,2023-05-26,803607100,16999
3679366,3679366,2023-05-26,78467J100,39432
3679367,3679367,2023-05-26,784730103,15591
3679368,3679368,2023-05-26,G8060N102,39347
3679369,3679369,2023-05-26,G8473T100,7173
3679370,3679370,2023-05-26,858119100,16108
3679371,3679371,2023-05-26,857477103,7139
3679372,3679372,2023-05-26,85571B105,38668
3679373,3679373,2023-05-26,21036P108,24873
3679374,3679374,2023-05-26,866674104,10535
3679375,3679375,2023-05-26,854502101,7242
3679376,3679376,2023-05-26,83088M102,23821
3679377,3679377,2023-05-26,845467109,7244
3679378,3679378,2023-05-26,87165B103,47415
3679379,3679379,2023-05-26,863667101,7178
3679380,3679380,2023-05-26,87166B102,48027
3679381,3679381,2023-05-26,871829107,7285
3679382,3679382,2023-05-26,00206R102,6653
3679383,3679383,2023-05-26,60871R209,76
3679384,3679384,2023-05-26,88076W103,34661
3679385,3679385,2023-05-26,893641100,28161
3679386,3679386,2023-05-26,87918A105,49222
3679387,3679387,2023-05-26,879360105,7367
3679388,3679388,2023-05-26,049468101,49655
3679389,3679389,2023-05-26,09073M104,7373
3679390,3679390,2023-05-26,880770102,7401
3679391,3679391,2023-05-26,89832Q109,16850
3679392,3679392,2023-05-26,87240R107,33718
3679393,3679393,2023-05-26,879369106,7414
3679394,3679394,2023-05-26,87612E106,21090
3679395,3679395,2023-05-26,88033G407,5343
3679396,3679396,2023-05-26,410867105,13601
3679397,3679397,2023-05-26,885160101,7433
3679398,3679398,2023-05-26,872540109,7457
3679399,3679399,2023-05-26,887389104,7467
3679400,3679400,2023-05-26,883556102,7493
3679401,3679401,2023-05-26,872590104,33698
3679402,3679402,2023-05-26,875372203,45852
3679403,3679403,2023-05-26,894164102,32393
3679404,3679404,2023-05-26,889478103,7530
3679405,3679405,2023-05-26,888787108,58283
3679406,3679406,2023-05-26,88262P102,7551
3679407,3679407,2023-05-26,876030107,22099
3679408,3679408,2023-05-26,88023U101,25802
3679409,3679409,2023-05-26,89531P105,20028
3679410,3679410,2023-05-26,87612G101,40547
3679411,3679411,2023-05-26,896945201,42230
3679412,3679412,2023-05-26,896239100,7580
3679413,3679413,2023-05-26,74144T108,7590
3679414,3679414,2023-05-26,89400J107,49176
3679415,3679415,2023-05-26,89417E109,7041
3679416,3679416,2023-05-26,892356106,10869
3679417,3679417,2023-05-26,88160R101,39840
3679418,3679418,2023-05-26,902494103,7684
3679419,3679419,2023-05-26,G8994E103,4010
3679420,3679420,2023-05-26,891092108,7623
3679421,3679421,2023-05-26,88339J105,50288
3679422,3679422,2023-05-26,88162G103,8106
3679423,3679423,2023-05-26,874054109,16820
3679424,3679424,2023-05-26,892672106,53046
3679425,3679425,2023-05-26,88546E105,58227
3679426,3679426,2023-05-26,90138F102,50077
3679427,3679427,2023-05-26,88025U109,53474
3679428,3679428,2023-05-26,882508104,7671
3679429,3679429,2023-05-26,883203101,7674
3679430,3679430,2023-05-26,902252105,7681
3679431,3679431,2023-05-26,91332U101,54732
3679432,3679432,2023-05-26,904311206,49830
3679433,3679433,2023-05-26,904311107,27822
3679434,3679434,2023-05-26,910047109,28051
3679435,3679435,2023-05-26,90353T100,53158
3679436,3679436,2023-05-26,902653104,7715
3679437,3679437,2023-05-26,902681105,7739
3679438,3679438,2023-05-26,023586100,12141
3679439,3679439,2023-05-26,023586506,60738
3679440,3679440,2023-05-26,913903100,7749
3679441,3679441,2023-05-26,90353W103,42027
3679442,3679442,2023-05-26,90384S303,34953
3679443,3679443,2023-05-26,91324P102,7792
3679444,3679444,2023-05-26,91529Y106,7797
3679445,3679445,2023-05-26,907818108,7800
3679446,3679446,2023-05-26,91336L107,49138
3679447,3679447,2023-05-26,911312106,20940
3679448,3679448,2023-05-26,91680M107,55508
3679449,3679449,2023-05-26,911363109,18113
3679450,3679450,2023-05-26,902973304,25010
3679451,3679451,2023-05-26,912008109,50003
3679452,3679452,2023-05-26,91307C102,20306
3679453,3679453,2023-05-26,91823B109,54041
3679454,3679454,2023-05-26,92826C839,35920
3679455,3679455,2023-05-26,57164Y107,42125
3679456,3679456,2023-05-26,922475108,45667
3679457,3679457,2023-05-26,918204108,7949
3679458,3679458,2023-05-26,925652109,51734
3679459,3679459,2023-05-26,928254101,48943
3679460,3679460,2023-05-26,91913Y100,7990
3679461,3679461,2023-05-26,929160109,7998
3679462,3679462,2023-05-26,920253101,7897
3679463,3679463,2023-05-26,928563402,34545
3679464,3679464,2023-05-26,929042109,8014
3679465,3679465,2023-05-26,928881101,54786
3679466,3679466,2023-05-26,929089100,44645
3679467,3679467,2023-05-26,92345Y106,38817
3679468,3679468,2023-05-26,92343E102,18221
3679469,3679469,2023-05-26,92537N108,52281
3679470,3679470,2023-05-26,92532F100,8045
3679471,3679471,2023-05-26,92552V100,16307
3679472,3679472,2023-05-26,926400102,57845
3679473,3679473,2023-05-26,92840M102,50860
3679474,3679474,2023-05-26,92276F100,18821
3679475,3679475,2023-05-26,92556V106,55191
3679476,3679476,2023-05-26,92852X103,60896
3679477,3679477,2023-05-26,92047W101,50325
3679478,3679478,2023-05-26,92343V104,21839
3679479,3679479,2023-05-26,94419L101,47833
3679480,3679480,2023-05-26,929740108,13135
3679481,3679481,2023-05-26,957638109,27421
3679482,3679482,2023-05-26,941848103,13962
3679483,3679483,2023-05-26,931427108,8089
3679484,3679484,2023-05-26,934423104,36930
3679485,3679485,2023-05-26,947890109,8119
3679486,3679486,2023-05-26,95082P105,20163
3679487,3679487,2023-05-26,98138H101,43510
3679488,3679488,2023-05-26,958102105,8132
3679489,3679489,2023-05-26,96209A104,55030
3679490,3679490,2023-05-26,92939U106,8140
3679491,3679491,2023-05-26,95040Q104,3488
3679492,3679492,2023-05-26,95058W100,10293
3679493,3679493,2023-05-26,96208T104,27045
3679494,3679494,2023-05-26,949746101,8151
3679495,3679495,2023-05-26,98311A105,52028
3679496,3679496,2023-05-26,963320106,8178
3679497,3679497,2023-05-26,M98068105,45800
3679498,3679498,2023-05-26,960413102,26563
3679499,3679499,2023-05-26,94106L109,19181
3679500,3679500,2023-05-26,969457100,8214
3679501,3679501,2023-05-26,00790R104,47380
3679502,3679502,2023-05-26,931142103,8229
3679503,3679503,2023-05-26,977852102,8459
3679504,3679504,2023-05-26,71601V105,55710
3679505,3679505,2023-05-26,92936U109,21713
3679506,3679506,2023-05-26,084423102,916
3679507,3679507,2023-05-26,96145D105,49183
3679508,3679508,2023-05-26,971378104,49494
3679509,3679509,2023-05-26,969904101,8284
3679510,3679510,2023-05-26,942622200,8288
3679511,3679511,2023-05-26,955306105,8291
3679512,3679512,2023-05-26,97650W108,16703
3679513,3679513,2023-05-26,G9618E107,20315
3679514,3679514,2023-05-26,29670G102,6193
3679515,3679515,2023-05-26,G96629103,22857
3679516,3679516,2023-05-26,959802109,32603
3679517,3679517,2023-05-26,980745103,16425
3679518,3679518,2023-05-26,98156Q108,20818
3679519,3679519,2023-05-26,962166104,8326
3679520,3679520,2023-05-26,983134107,24124
3679521,3679521,2023-05-26,912909108,8329
3679522,3679522,2023-05-26,98389B100,21964
3679523,3679523,2023-05-26,30231G102,8347
3679524,3679524,2023-05-26,983793100,26287
3679525,3679525,2023-05-26,24906P109,8352
3679526,3679526,2023-05-26,98419M100,42023
3679527,3679527,2023-05-26,98585X104,52571
3679528,3679528,2023-05-26,988498101,17787
3679529,3679529,2023-05-26,98954M200,49315
3679530,3679530,2023-05-26,98956P102,23047
3679531,3679531,2023-05-26,989207105,8388
3679532,3679532,2023-05-26,98954M101,41730
3679533,3679533,2023-05-26,98980F104,54221
3679534,3679534,2023-05-26,989701107,8399
3679535,3679535,2023-05-26,98980L101,53095
3679536,3679536,2023-05-26,98980G102,51832
3679537,3679537,2023-05-26,98978V103,44060
